Date,ID,Tank_no,Treatment,Measurement,Value
08/02/2022 05:50:00,1E_Tem,1E,AMB,Temp,28
08/02/2022 05:50:00,1E_pH,1E,AMB,pH,8.144
08/02/2022 05:50:00,1C_Tem,1C,AMB,Temp,28
08/02/2022 05:50:00,1C_pH,1C,AMB,pH,8.182
08/02/2022 05:50:00,2A_Tem,2A,OA,Temp,28.1
08/02/2022 05:50:00,2A_pH,2A,OA,pH,7.92
08/02/2022 05:50:00,1A_Tem,1A,AMB,Temp,28.1
08/02/2022 05:50:00,1A_pH,1A,AMB,pH,8.182
08/02/2022 05:50:00,2E_Tem,2E,AMB,Temp,28.1
08/02/2022 05:50:00,2E_pH,2E,AMB,pH,8.294
08/02/2022 06:00:00,2C_Tem,2C,OA,Temp,28.1
08/02/2022 06:00:00,2C_pH,2C,OA,pH,7.89
08/02/2022 06:00:00,1B_Tem,1B,OA,Temp,28.1
08/02/2022 06:00:00,1B_pH,1B,OA,pH,7.89
08/02/2022 06:00:00,2B_Tem,2B,OA,Temp,28.1
08/02/2022 06:00:00,2B_pH,2B,OA,pH,7.91
08/02/2022 06:00:00,1D_Tem,1D,OA,Temp,28.2
08/02/2022 06:00:00,1D_pH,1D,OA,pH,7.91
08/02/2022 06:00:00,2D_Tem,2D,AMB,Temp,28
08/02/2022 06:00:00,2D_pH,2D,AMB,pH,8.162
08/02/2022 06:00:00,1E_Tem,1E,AMB,Temp,28
08/02/2022 06:00:00,1E_pH,1E,AMB,pH,8.144
08/02/2022 06:00:00,1C_Tem,1C,AMB,Temp,28
08/02/2022 06:00:00,1C_pH,1C,AMB,pH,8.182
08/02/2022 06:00:00,2A_Tem,2A,OA,Temp,28.1
08/02/2022 06:00:00,2A_pH,2A,OA,pH,7.91
08/02/2022 06:00:00,1A_Tem,1A,AMB,Temp,28.2
08/02/2022 06:00:00,1A_pH,1A,AMB,pH,8.182
08/02/2022 06:00:00,2E_Tem,2E,AMB,Temp,28.1
08/02/2022 06:00:00,2E_pH,2E,AMB,pH,8.294
08/02/2022 06:10:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 06:10:00,2C_pH,2C,OA,pH,7.88
08/02/2022 06:10:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 06:10:00,1B_pH,1B,OA,pH,7.93
08/02/2022 06:10:00,2B_Tem,2B,OA,Temp,28.1
08/02/2022 06:10:00,2B_pH,2B,OA,pH,7.86
08/02/2022 06:10:00,1D_Tem,1D,OA,Temp,28.3
08/02/2022 06:10:00,1D_pH,1D,OA,pH,7.9
08/02/2022 06:10:00,2D_Tem,2D,AMB,Temp,28.1
08/02/2022 06:10:00,2D_pH,2D,AMB,pH,8.162
08/02/2022 06:10:00,1E_Tem,1E,AMB,Temp,28.1
08/02/2022 06:10:00,1E_pH,1E,AMB,pH,8.144
08/02/2022 06:10:00,1C_Tem,1C,AMB,Temp,28.1
08/02/2022 06:10:00,1C_pH,1C,AMB,pH,8.182
08/02/2022 06:10:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 06:10:00,2A_pH,2A,OA,pH,7.95
08/02/2022 06:10:00,1A_Tem,1A,AMB,Temp,28.2
08/02/2022 06:10:00,1A_pH,1A,AMB,pH,8.192
08/02/2022 06:10:00,2E_Tem,2E,AMB,Temp,28.1
08/02/2022 06:10:00,2E_pH,2E,AMB,pH,8.294
08/02/2022 06:20:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 06:20:00,2C_pH,2C,OA,pH,7.88
08/02/2022 06:20:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 06:20:00,1B_pH,1B,OA,pH,7.92
08/02/2022 06:20:00,2B_Tem,2B,OA,Temp,28.1
08/02/2022 06:20:00,2B_pH,2B,OA,pH,7.89
08/02/2022 06:20:00,1D_Tem,1D,OA,Temp,28.4
08/02/2022 06:20:00,1D_pH,1D,OA,pH,7.89
08/02/2022 06:20:00,2D_Tem,2D,AMB,Temp,28.1
08/02/2022 06:20:00,2D_pH,2D,AMB,pH,8.172
08/02/2022 06:20:00,1E_Tem,1E,AMB,Temp,28.2
08/02/2022 06:20:00,1E_pH,1E,AMB,pH,8.144
08/02/2022 06:20:00,1C_Tem,1C,AMB,Temp,28.2
08/02/2022 06:20:00,1C_pH,1C,AMB,pH,8.182
08/02/2022 06:20:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 06:20:00,2A_pH,2A,OA,pH,7.89
08/02/2022 06:20:00,1A_Tem,1A,AMB,Temp,28.2
08/02/2022 06:20:00,1A_pH,1A,AMB,pH,8.192
08/02/2022 06:20:00,2E_Tem,2E,AMB,Temp,28.2
08/02/2022 06:20:00,2E_pH,2E,AMB,pH,8.304
08/02/2022 06:30:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 06:30:00,2C_pH,2C,OA,pH,7.88
08/02/2022 06:30:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 06:30:00,1B_pH,1B,OA,pH,7.9
08/02/2022 06:30:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 06:30:00,2B_pH,2B,OA,pH,7.93
08/02/2022 06:30:00,1D_Tem,1D,OA,Temp,28.5
08/02/2022 06:30:00,1D_pH,1D,OA,pH,7.88
08/02/2022 06:30:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 06:30:00,2D_pH,2D,AMB,pH,8.172
08/02/2022 06:30:00,1E_Tem,1E,AMB,Temp,28.2
08/02/2022 06:30:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 06:30:00,1C_Tem,1C,AMB,Temp,28.2
08/02/2022 06:30:00,1C_pH,1C,AMB,pH,8.202
08/02/2022 06:30:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 06:30:00,2A_pH,2A,OA,pH,7.95
08/02/2022 06:30:00,1A_Tem,1A,AMB,Temp,28.2
08/02/2022 06:30:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 06:30:00,2E_Tem,2E,AMB,Temp,28.2
08/02/2022 06:30:00,2E_pH,2E,AMB,pH,8.314
08/02/2022 06:40:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 06:40:00,2C_pH,2C,OA,pH,7.88
08/02/2022 06:40:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 06:40:00,1B_pH,1B,OA,pH,7.94
08/02/2022 06:40:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 06:40:00,2B_pH,2B,OA,pH,7.87
08/02/2022 06:40:00,1D_Tem,1D,OA,Temp,28.5
08/02/2022 06:40:00,1D_pH,1D,OA,pH,7.86
08/02/2022 06:40:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 06:40:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 06:40:00,1E_Tem,1E,AMB,Temp,28.2
08/02/2022 06:40:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 06:40:00,1C_Tem,1C,AMB,Temp,28.2
08/02/2022 06:40:00,1C_pH,1C,AMB,pH,8.202
08/02/2022 06:40:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 06:40:00,2A_pH,2A,OA,pH,7.89
08/02/2022 06:40:00,1A_Tem,1A,AMB,Temp,28.2
08/02/2022 06:40:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 06:40:00,2E_Tem,2E,AMB,Temp,28.2
08/02/2022 06:40:00,2E_pH,2E,AMB,pH,8.314
08/02/2022 06:50:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 06:50:00,2C_pH,2C,OA,pH,7.88
08/02/2022 06:50:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 06:50:00,1B_pH,1B,OA,pH,7.89
08/02/2022 06:50:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 06:50:00,2B_pH,2B,OA,pH,7.91
08/02/2022 06:50:00,1D_Tem,1D,OA,Temp,28.5
08/02/2022 06:50:00,1D_pH,1D,OA,pH,7.83
08/02/2022 06:50:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 06:50:00,2D_pH,2D,AMB,pH,8.172
08/02/2022 06:50:00,1E_Tem,1E,AMB,Temp,28.2
08/02/2022 06:50:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 06:50:00,1C_Tem,1C,AMB,Temp,28.3
08/02/2022 06:50:00,1C_pH,1C,AMB,pH,8.212
08/02/2022 06:50:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 06:50:00,2A_pH,2A,OA,pH,7.94
08/02/2022 06:50:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 06:50:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 06:50:00,2E_Tem,2E,AMB,Temp,28.2
08/02/2022 06:50:00,2E_pH,2E,AMB,pH,8.314
08/02/2022 07:00:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 07:00:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:00:00,1B_Tem,1B,OA,Temp,28.2
08/02/2022 07:00:00,1B_pH,1B,OA,pH,7.94
08/02/2022 07:00:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 07:00:00,2B_pH,2B,OA,pH,7.85
08/02/2022 07:00:00,1D_Tem,1D,OA,Temp,28.5
08/02/2022 07:00:00,1D_pH,1D,OA,pH,7.83
08/02/2022 07:00:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 07:00:00,2D_pH,2D,AMB,pH,8.172
08/02/2022 07:00:00,1E_Tem,1E,AMB,Temp,28.3
08/02/2022 07:00:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 07:00:00,1C_Tem,1C,AMB,Temp,28.3
08/02/2022 07:00:00,1C_pH,1C,AMB,pH,8.212
08/02/2022 07:00:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 07:00:00,2A_pH,2A,OA,pH,7.97
08/02/2022 07:00:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 07:00:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:00:00,2E_Tem,2E,AMB,Temp,28.3
08/02/2022 07:00:00,2E_pH,2E,AMB,pH,8.314
08/02/2022 07:10:00,2C_Tem,2C,OA,Temp,28.2
08/02/2022 07:10:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:10:00,1B_Tem,1B,OA,Temp,28.3
08/02/2022 07:10:00,1B_pH,1B,OA,pH,7.91
08/02/2022 07:10:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 07:10:00,2B_pH,2B,OA,pH,7.9
08/02/2022 07:10:00,1D_Tem,1D,OA,Temp,28.6
08/02/2022 07:10:00,1D_pH,1D,OA,pH,7.85
08/02/2022 07:10:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 07:10:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 07:10:00,1E_Tem,1E,AMB,Temp,28.3
08/02/2022 07:10:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 07:10:00,1C_Tem,1C,AMB,Temp,28.3
08/02/2022 07:10:00,1C_pH,1C,AMB,pH,8.212
08/02/2022 07:10:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 07:10:00,2A_pH,2A,OA,pH,7.92
08/02/2022 07:10:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 07:10:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:10:00,2E_Tem,2E,AMB,Temp,28.4
08/02/2022 07:10:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 07:20:00,2C_Tem,2C,OA,Temp,28.3
08/02/2022 07:20:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:20:00,1B_Tem,1B,OA,Temp,28.3
08/02/2022 07:20:00,1B_pH,1B,OA,pH,7.91
08/02/2022 07:20:00,2B_Tem,2B,OA,Temp,28.2
08/02/2022 07:20:00,2B_pH,2B,OA,pH,7.89
08/02/2022 07:20:00,1D_Tem,1D,OA,Temp,28.6
08/02/2022 07:20:00,1D_pH,1D,OA,pH,7.87
08/02/2022 07:20:00,2D_Tem,2D,AMB,Temp,28.2
08/02/2022 07:20:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 07:20:00,1E_Tem,1E,AMB,Temp,28.3
08/02/2022 07:20:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 07:20:00,1C_Tem,1C,AMB,Temp,28.3
08/02/2022 07:20:00,1C_pH,1C,AMB,pH,8.212
08/02/2022 07:20:00,2A_Tem,2A,OA,Temp,28.2
08/02/2022 07:20:00,2A_pH,2A,OA,pH,7.96
08/02/2022 07:20:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 07:20:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:20:00,2E_Tem,2E,AMB,Temp,28.4
08/02/2022 07:20:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 07:30:00,2C_Tem,2C,OA,Temp,28.3
08/02/2022 07:30:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:30:00,1B_Tem,1B,OA,Temp,28.3
08/02/2022 07:30:00,1B_pH,1B,OA,pH,7.94
08/02/2022 07:30:00,2B_Tem,2B,OA,Temp,28.3
08/02/2022 07:30:00,2B_pH,2B,OA,pH,7.88
08/02/2022 07:30:00,1D_Tem,1D,OA,Temp,28.6
08/02/2022 07:30:00,1D_pH,1D,OA,pH,7.89
08/02/2022 07:30:00,2D_Tem,2D,AMB,Temp,28.3
08/02/2022 07:30:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 07:30:00,1E_Tem,1E,AMB,Temp,28.3
08/02/2022 07:30:00,1E_pH,1E,AMB,pH,8.164
08/02/2022 07:30:00,1C_Tem,1C,AMB,Temp,28.3
08/02/2022 07:30:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 07:30:00,2A_Tem,2A,OA,Temp,28.3
08/02/2022 07:30:00,2A_pH,2A,OA,pH,7.91
08/02/2022 07:30:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 07:30:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:30:00,2E_Tem,2E,AMB,Temp,28.5
08/02/2022 07:30:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 07:40:00,2C_Tem,2C,OA,Temp,28.3
08/02/2022 07:40:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:40:00,1B_Tem,1B,OA,Temp,28.3
08/02/2022 07:40:00,1B_pH,1B,OA,pH,7.89
08/02/2022 07:40:00,2B_Tem,2B,OA,Temp,28.3
08/02/2022 07:40:00,2B_pH,2B,OA,pH,7.92
08/02/2022 07:40:00,1D_Tem,1D,OA,Temp,28.6
08/02/2022 07:40:00,1D_pH,1D,OA,pH,7.91
08/02/2022 07:40:00,2D_Tem,2D,AMB,Temp,28.3
08/02/2022 07:40:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 07:40:00,1E_Tem,1E,AMB,Temp,28.3
08/02/2022 07:40:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 07:40:00,1C_Tem,1C,AMB,Temp,28.4
08/02/2022 07:40:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 07:40:00,2A_Tem,2A,OA,Temp,28.3
08/02/2022 07:40:00,2A_pH,2A,OA,pH,7.95
08/02/2022 07:40:00,1A_Tem,1A,AMB,Temp,28.3
08/02/2022 07:40:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:40:00,2E_Tem,2E,AMB,Temp,28.5
08/02/2022 07:40:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 07:50:00,2C_Tem,2C,OA,Temp,28.4
08/02/2022 07:50:00,2C_pH,2C,OA,pH,7.88
08/02/2022 07:50:00,1B_Tem,1B,OA,Temp,28.4
08/02/2022 07:50:00,1B_pH,1B,OA,pH,7.94
08/02/2022 07:50:00,2B_Tem,2B,OA,Temp,28.3
08/02/2022 07:50:00,2B_pH,2B,OA,pH,7.85
08/02/2022 07:50:00,1D_Tem,1D,OA,Temp,28.7
08/02/2022 07:50:00,1D_pH,1D,OA,pH,7.9
08/02/2022 07:50:00,2D_Tem,2D,AMB,Temp,28.3
08/02/2022 07:50:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 07:50:00,1E_Tem,1E,AMB,Temp,28.4
08/02/2022 07:50:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 07:50:00,1C_Tem,1C,AMB,Temp,28.5
08/02/2022 07:50:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 07:50:00,2A_Tem,2A,OA,Temp,28.3
08/02/2022 07:50:00,2A_pH,2A,OA,pH,7.91
08/02/2022 07:50:00,1A_Tem,1A,AMB,Temp,28.4
08/02/2022 07:50:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 07:50:00,2E_Tem,2E,AMB,Temp,28.5
08/02/2022 07:50:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 08:00:00,2C_Tem,2C,OA,Temp,28.5
08/02/2022 08:00:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:00:00,1B_Tem,1B,OA,Temp,28.5
08/02/2022 08:00:00,1B_pH,1B,OA,pH,7.91
08/02/2022 08:00:00,2B_Tem,2B,OA,Temp,28.4
08/02/2022 08:00:00,2B_pH,2B,OA,pH,7.91
08/02/2022 08:00:00,1D_Tem,1D,OA,Temp,28.7
08/02/2022 08:00:00,1D_pH,1D,OA,pH,7.89
08/02/2022 08:00:00,2D_Tem,2D,AMB,Temp,28.4
08/02/2022 08:00:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 08:00:00,1E_Tem,1E,AMB,Temp,28.5
08/02/2022 08:00:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:00:00,1C_Tem,1C,AMB,Temp,28.5
08/02/2022 08:00:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:00:00,2A_Tem,2A,OA,Temp,28.4
08/02/2022 08:00:00,2A_pH,2A,OA,pH,7.95
08/02/2022 08:00:00,1A_Tem,1A,AMB,Temp,28.5
08/02/2022 08:00:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 08:00:00,2E_Tem,2E,AMB,Temp,28.5
08/02/2022 08:00:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 08:10:00,2C_Tem,2C,OA,Temp,28.5
08/02/2022 08:10:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:10:00,1B_Tem,1B,OA,Temp,28.5
08/02/2022 08:10:00,1B_pH,1B,OA,pH,7.92
08/02/2022 08:10:00,2B_Tem,2B,OA,Temp,28.4
08/02/2022 08:10:00,2B_pH,2B,OA,pH,7.85
08/02/2022 08:10:00,1D_Tem,1D,OA,Temp,28.7
08/02/2022 08:10:00,1D_pH,1D,OA,pH,7.88
08/02/2022 08:10:00,2D_Tem,2D,AMB,Temp,28.5
08/02/2022 08:10:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 08:10:00,1E_Tem,1E,AMB,Temp,28.5
08/02/2022 08:10:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:10:00,1C_Tem,1C,AMB,Temp,28.5
08/02/2022 08:10:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:10:00,2A_Tem,2A,OA,Temp,28.4
08/02/2022 08:10:00,2A_pH,2A,OA,pH,7.9
08/02/2022 08:10:00,1A_Tem,1A,AMB,Temp,28.5
08/02/2022 08:10:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 08:10:00,2E_Tem,2E,AMB,Temp,28.6
08/02/2022 08:10:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 08:20:00,2C_Tem,2C,OA,Temp,28.5
08/02/2022 08:20:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:20:00,1B_Tem,1B,OA,Temp,28.6
08/02/2022 08:20:00,1B_pH,1B,OA,pH,7.93
08/02/2022 08:20:00,2B_Tem,2B,OA,Temp,28.5
08/02/2022 08:20:00,2B_pH,2B,OA,pH,7.9
08/02/2022 08:20:00,1D_Tem,1D,OA,Temp,28.8
08/02/2022 08:20:00,1D_pH,1D,OA,pH,7.87
08/02/2022 08:20:00,2D_Tem,2D,AMB,Temp,28.5
08/02/2022 08:20:00,2D_pH,2D,AMB,pH,8.182
08/02/2022 08:20:00,1E_Tem,1E,AMB,Temp,28.6
08/02/2022 08:20:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:20:00,1C_Tem,1C,AMB,Temp,28.6
08/02/2022 08:20:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:20:00,2A_Tem,2A,OA,Temp,28.5
08/02/2022 08:20:00,2A_pH,2A,OA,pH,7.95
08/02/2022 08:20:00,1A_Tem,1A,AMB,Temp,28.6
08/02/2022 08:20:00,1A_pH,1A,AMB,pH,8.202
08/02/2022 08:20:00,2E_Tem,2E,AMB,Temp,28.6
08/02/2022 08:20:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 08:30:00,2C_Tem,2C,OA,Temp,28.6
08/02/2022 08:30:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:30:00,1B_Tem,1B,OA,Temp,28.6
08/02/2022 08:30:00,1B_pH,1B,OA,pH,7.9
08/02/2022 08:30:00,2B_Tem,2B,OA,Temp,28.5
08/02/2022 08:30:00,2B_pH,2B,OA,pH,7.89
08/02/2022 08:30:00,1D_Tem,1D,OA,Temp,28.8
08/02/2022 08:30:00,1D_pH,1D,OA,pH,7.86
08/02/2022 08:30:00,2D_Tem,2D,AMB,Temp,28.6
08/02/2022 08:30:00,2D_pH,2D,AMB,pH,8.192
08/02/2022 08:30:00,1E_Tem,1E,AMB,Temp,28.6
08/02/2022 08:30:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:30:00,1C_Tem,1C,AMB,Temp,28.6
08/02/2022 08:30:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:30:00,2A_Tem,2A,OA,Temp,28.5
08/02/2022 08:30:00,2A_pH,2A,OA,pH,7.89
08/02/2022 08:30:00,1A_Tem,1A,AMB,Temp,28.6
08/02/2022 08:30:00,1A_pH,1A,AMB,pH,8.212
08/02/2022 08:30:00,2E_Tem,2E,AMB,Temp,28.7
08/02/2022 08:30:00,2E_pH,2E,AMB,pH,8.324
08/02/2022 08:40:00,2C_Tem,2C,OA,Temp,28.6
08/02/2022 08:40:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:40:00,1B_Tem,1B,OA,Temp,28.6
08/02/2022 08:40:00,1B_pH,1B,OA,pH,7.96
08/02/2022 08:40:00,2B_Tem,2B,OA,Temp,28.6
08/02/2022 08:40:00,2B_pH,2B,OA,pH,7.88
08/02/2022 08:40:00,1D_Tem,1D,OA,Temp,28.9
08/02/2022 08:40:00,1D_pH,1D,OA,pH,7.84
08/02/2022 08:40:00,2D_Tem,2D,AMB,Temp,28.6
08/02/2022 08:40:00,2D_pH,2D,AMB,pH,8.192
08/02/2022 08:40:00,1E_Tem,1E,AMB,Temp,28.6
08/02/2022 08:40:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:40:00,1C_Tem,1C,AMB,Temp,28.6
08/02/2022 08:40:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:40:00,2A_Tem,2A,OA,Temp,28.6
08/02/2022 08:40:00,2A_pH,2A,OA,pH,7.94
08/02/2022 08:40:00,1A_Tem,1A,AMB,Temp,28.6
08/02/2022 08:40:00,1A_pH,1A,AMB,pH,8.212
08/02/2022 08:40:00,2E_Tem,2E,AMB,Temp,28.7
08/02/2022 08:40:00,2E_pH,2E,AMB,pH,8.334
08/02/2022 08:50:00,2C_Tem,2C,OA,Temp,28.7
08/02/2022 08:50:00,2C_pH,2C,OA,pH,7.9
08/02/2022 08:50:00,1B_Tem,1B,OA,Temp,28.7
08/02/2022 08:50:00,1B_pH,1B,OA,pH,7.89
08/02/2022 08:50:00,2B_Tem,2B,OA,Temp,28.6
08/02/2022 08:50:00,2B_pH,2B,OA,pH,7.93
08/02/2022 08:50:00,1D_Tem,1D,OA,Temp,28.9
08/02/2022 08:50:00,1D_pH,1D,OA,pH,7.83
08/02/2022 08:50:00,2D_Tem,2D,AMB,Temp,28.6
08/02/2022 08:50:00,2D_pH,2D,AMB,pH,8.192
08/02/2022 08:50:00,1E_Tem,1E,AMB,Temp,28.7
08/02/2022 08:50:00,1E_pH,1E,AMB,pH,8.174
08/02/2022 08:50:00,1C_Tem,1C,AMB,Temp,28.7
08/02/2022 08:50:00,1C_pH,1C,AMB,pH,8.222
08/02/2022 08:50:00,2A_Tem,2A,OA,Temp,28.6
08/02/2022 08:50:00,2A_pH,2A,OA,pH,7.88
08/02/2022 08:50:00,1A_Tem,1A,AMB,Temp,28.7
08/02/2022 08:50:00,1A_pH,1A,AMB,pH,8.212
08/02/2022 08:50:00,2E_Tem,2E,AMB,Temp,28.7
08/02/2022 08:50:00,2E_pH,2E,AMB,pH,8.334
08/02/2022 09:00:00,2C_Tem,2C,OA,Temp,28.7
08/02/2022 09:00:00,2C_pH,2C,OA,pH,7.9
08/02/2022 09:00:00,1B_Tem,1B,OA,Temp,28.7
08/02/2022 09:00:00,1B_pH,1B,OA,pH,7.93
08/02/2022 09:00:00,2B_Tem,2B,OA,Temp,28.6
08/02/2022 09:00:00,2B_pH,2B,OA,pH,7.87
08/02/2022 09:00:00,1D_Tem,1D,OA,Temp,29
08/02/2022 09:00:00,1D_pH,1D,OA,pH,7.83
08/02/2022 09:00:00,2D_Tem,2D,AMB,Temp,28.7
08/02/2022 09:00:00,2D_pH,2D,AMB,pH,8.192
08/02/2022 09:00:00,1E_Tem,1E,AMB,Temp,28.8
08/02/2022 09:00:00,1E_pH,1E,AMB,pH,8.184
08/02/2022 09:00:00,1C_Tem,1C,AMB,Temp,28.7
08/02/2022 09:00:00,1C_pH,1C,AMB,pH,8.232
08/02/2022 09:00:00,2A_Tem,2A,OA,Temp,28.6
08/02/2022 09:00:00,2A_pH,2A,OA,pH,7.94
08/02/2022 09:00:00,1A_Tem,1A,AMB,Temp,28.7
08/02/2022 09:00:00,1A_pH,1A,AMB,pH,8.212
08/02/2022 09:00:00,2E_Tem,2E,AMB,Temp,28.8
08/02/2022 09:00:00,2E_pH,2E,AMB,pH,8.334
08/02/2022 09:10:00,2C_Tem,2C,OA,Temp,28.7
08/02/2022 09:10:00,2C_pH,2C,OA,pH,7.92
08/02/2022 09:10:00,1B_Tem,1B,OA,Temp,28.8
08/02/2022 09:10:00,1B_pH,1B,OA,pH,7.92
08/02/2022 09:10:00,2B_Tem,2B,OA,Temp,28.7
08/02/2022 09:10:00,2B_pH,2B,OA,pH,7.92
08/02/2022 09:10:00,1D_Tem,1D,OA,Temp,29
08/02/2022 09:10:00,1D_pH,1D,OA,pH,7.85
08/02/2022 09:10:00,2D_Tem,2D,AMB,Temp,28.7
08/02/2022 09:10:00,2D_pH,2D,AMB,pH,8.192
08/02/2022 09:10:00,1E_Tem,1E,AMB,Temp,28.8
08/02/2022 09:10:00,1E_pH,1E,AMB,pH,8.184
08/02/2022 09:10:00,1C_Tem,1C,AMB,Temp,28.8
08/02/2022 09:10:00,1C_pH,1C,AMB,pH,8.232
08/02/2022 09:10:00,2A_Tem,2A,OA,Temp,28.7
08/02/2022 09:10:00,2A_pH,2A,OA,pH,7.89
08/02/2022 09:10:00,1A_Tem,1A,AMB,Temp,28.8
08/02/2022 09:10:00,1A_pH,1A,AMB,pH,8.212
08/02/2022 09:10:00,2E_Tem,2E,AMB,Temp,28.8
08/02/2022 09:10:00,2E_pH,2E,AMB,pH,8.334
08/02/2022 09:20:00,2C_Tem,2C,OA,Temp,28.8
08/02/2022 09:20:00,2C_pH,2C,OA,pH,7.92
08/02/2022 09:20:00,1B_Tem,1B,OA,Temp,28.8
08/02/2022 09:20:00,1B_pH,1B,OA,pH,7.91
08/02/2022 09:20:00,2B_Tem,2B,OA,Temp,28.7
08/02/2022 09:20:00,2B_pH,2B,OA,pH,7.86
08/02/2022 09:20:00,1D_Tem,1D,OA,Temp,29.1
